OBJECTID;Join_Count;TARGET_FID;CODIGO;NOMBRE;IDENTIFICA;SHAPE_Leng;fecha_hecho;año;mes;dia;hora;dia_semana;cantidad;latitud;longitud;sexo;edad;estado_civil;grupo_actor;actividad_delictiva;parentesco;ocupacion;discapacidad;grupo_especial;medio_transporte;nivel_academico;testigo;conducta;modalidad;caracterizacion;conducta_especial;arma_medio;articulo_penal;categoria_penal;nombre_barrio;codigo_barrio;codigo_comuna;lugar;sede_receptora;bien;categoria_bien;grupo_bien;modelo;color;permiso;unidad_medida;Shape_Length;Shape_Area
40;511;39;415;Miranda;415;2359.9397;10/06/2003 18:59;2003;6;10;30dec1899 19:00:00;;300;6.27623;-75.5635;;-1;;;;;;;;;;;Incautacion mercancia;Grupo armado ilegal;;;;;;Miranda;415;4;;Aranjuez;Marihuana;Drogas alucinogenas;Estupefaciente;;;;Gramo;2359.9397;230378.3
41;126;40;Inst_14;U.D. Atanasio Girardot;Inst_14;3340.1833;22/06/2003 12:00;2003;6;22;30dec1899 12:00:00;;30;6.2574;-75.5915;;-1;;;;;;;;;;;Incautacion mercancia;Grupo armado ilegal;;;;;;U.D. Atanasio Girardot;Inst_14;11;;Laureles;Marihuana;Drogas alucinogenas;Estupefaciente;;;;Gramo;3340.1833;417796.54
42;796;41;1421;Patio Bonito;1421;4102.1329;10/10/2008 20:15;2008;10;10;30dec1899 20:15:00;;7;6.21115;-75.5764;;-1;;;;;;;;;;;Incautacion mercancia;Comision de delito;;;;;;Patio Bonito;1421;14;;Poblado;Base de cocaina;Drogas estimulantes;Estupefaciente;;;;Gramo;4102.1329;729056.07
43;537;42;308;Manrique Oriental;308;3004.0962;01/03/2003 0:59;2003;3;1;30dec1899 01:00:00;;30;6.26405;-75.5494;;-1;;;;;;;;;;;Incautacion mercancia;;;;;;;Manrique Oriental;308;3;;Aranjuez;Marihuana;Drogas alucinogenas;Estupefaciente;;;;Gramo;3004.0962;373291.56
44;130;43;110;La Esperanza No.2;110;1299.6741;10/07/2004 18:30;2004;7;10;30dec1899 18:30:00;;180;6.28953;-75.5414;;-1;;;;;;;;;;;Incautacion mercancia;Comision de delito;;;;;;La Esperanza No.2;110;1;;Popular;Marihuana;Drogas alucinogenas;Estupefaciente;;;;Gramo;1299.6741;67338.261
45;1504;44;604;Pedregal;604;3625.442;04/03/2003 18:20;2003;3;4;30dec1899 18:20:00;;20;6.30402;-75.5724;;-1;;;;;;;;;;;Incautacion mercancia;Comision de delito;;;;;;Pedregal;604;6;;Doce de Octubre;Marihuana;Drogas alucinogenas;Estupefaciente;;;;Gramo;3625.442;581057.18
46;300;45;1001;Prado;1001;3461.069;08apr2003 22:19:59;2003;4;8;30dec1899 22:20:00;;150;6.26389;-75.5628;;-1;;;;;;;;;;;Incautacion mercancia;;;;;;;Prado;1001;10;;Aranjuez;Basuco;Drogas estimulantes;Estupefaciente;;;;Gramo;3461.069;624440.24
47;8;46;1413;El Diamante No.2;1413;3742.2905;02/03/2015 17:00;2015;3;2;30dec1899 17:00:00;;20;6.1896;-75.577;;-1;;;;;;;;;;;Incautacion mercancia;Flagrancia;;;;;;El Diamante No.2;1413;14;;Poblado;Base de cocaina;Drogas estimulantes;Estupefaciente;;;;Gramo;3742.2905;661034.27
48;63;47;1618;Nueva Villa del Aburrá;1618;2250.6714;08/03/2003 21:59;2003;3;8;30dec1899 22:00:00;;15;6.23542;-75.6028;;-1;;;;;;;;;;;Incautacion mercancia;Comision de delito;;Narcotrafico;;;;Nueva Villa del Aburra;1618;16;;Belen;Marihuana;Drogas alucinogenas;Estupefaciente;;;;Gramo;2250.6714;188599.47
49;611;48;207;Villa del Socorro;207;2550.4182;03jan2003 21:49:59;2003;1;3;30dec1899 21:50:00;;15;6.29461;-75.5549;;-1;;;;;;;;;;;Incautacion mercancia;;;;;;;Villa del Socorro;207;2;;Santa Cruz;Base de cocaina;Drogas estimulantes;Estupefaciente;;;;Gramo;2550.4182;229628.06
50;244;49;811;Trece de Noviembre;811;2474.871;04dec2003 16:50:00;2003;12;4;30dec1899 16:50:00;;100;6.24543;-75.5416;;-1;;;;;;;;;;;Incautacion mercancia;Comision de delito;;;;;;Trece de Noviembre;811;8;;Villa Hermosa;Base de cocaina;Drogas estimulantes;Estupefaciente;;;;Gramo;2474.871;173902.23
51;880;50;602;Doce de Octubre No.1;602;3074.3098;05/03/2003 19:19;2003;3;5;30dec1899 19:20:00;;20;6.30672;-75.5777;;-1;;;;;;;;;;;Incautacion mercancia;Comision de delito;;Narcotrafico;;;;Doce de Octubre No.1;602;6;;Doce de Octubre;Marihuana;Drogas alucinogenas;Estupefaciente;;;;Gramo;3074.3098;436282.51
52;19;51;1611;La Loma de Los Bernal;1611;3986.6543;05/06/2003 8:00;2003;6;5;30dec1899 08:00:00;;50;6.21508;-75.6015;;-1;;;;;;;;;;;Incautacion mercancia;Grupo armado ilegal;;;;;;La Loma de los Bernal;1611;16;;Belen;Base de cocaina;Drogas estimulantes;Estupefaciente;;;;Gramo;3986.6543;485033.68
53;23;52;901;Juan Pablo II;901;2018.3181;26/03/2005 20:49;2005;3;26;30dec1899 20:50:00;;60;6.23018;-75.5285;;-1;;;;;;;;;;;Incautacion mercancia;Comision de delito;;;;;;Juan Pablo II;901;9;;Villa Hermosa;Base de cocaina;Drogas estimulantes;Estupefaciente;;;;Gramo;2018.3181;75047.226
54;177;53;715;Villa Flora;715;2151.6505;30/06/2003 15:00;2003;6;30;30dec1899 15:00:00;;30;6.27978;-75.5909;;-1;;;;;;;;;;;Incautacion mercancia;Grupo armado ilegal;;;;;;Villa Flora;715;7;;Castilla;Marihuana;Drogas alucinogenas;Estupefaciente;;;;Gramo;2151.6505;250779.1
55;162;54;1502;Tenche;1502;2099.1501;10/10/2003 18:10;2003;10;10;30dec1899 18:10:00;;20;6.23242;-75.5768;;-1;;;;;;;;;;;Incautacion mercancia;Grupo armado ilegal;;;;;;Tenche;1502;15;;Belen;Base de cocaina;Drogas estimulantes;Estupefaciente;;;;Gramo;2099.1501;230563.65
56;798;55;1601;Fátima;1601;2687.4572;01/05/2003 8:00;2003;5;1;30dec1899 08:00:00;;45;6.2349;-75.5873;;-1;;;;;;;;;;;Incautacion mercancia;Grupo armado ilegal;;;;;;FÃ¡tima;1601;16;;Belen;Basuco;Drogas estimulantes;Estupefaciente;;;;Gramo;2687.4572;434653.7
57;16;56;Inst_2;Oleoducto;Inst_2;2502.9482;28/02/2005 18:00;2005;2;28;30dec1899 18:00:00;;230;6.2871;-75.5699;;-1;;;;;;;;;;;Incautacion mercancia;Comision de delito;;Narcotrafico;;;;Oleoducto;Inst_2;5;;Castilla;Marihuana;Drogas alucinogenas;Estupefaciente;;;;Gramo;2502.9482;288176.61
58;136;57;505;Boyacá;505;2595.9715;07apr2003 12:59:59;2003;4;7;30dec1899 13:00:00;;309;6.30704;-75.5654;;-1;;;;;;;;;;;Incautacion mercancia;;;;;;;BoyacÃ¡;505;5;;Castilla;Marihuana;Drogas alucinogenas;Estupefaciente;;;;Gramo;2595.9715;256398.89
59;63;58;109;Aldea Pablo VI;109;1581.1653;21/06/2004 17:49;2004;6;21;30dec1899 17:50:00;;200;6.28698;-75.5421;;-1;;;;;;;;;;;Incautacion mercancia;Comision de delito;;;;;;Aldea Pablo VI;109;1;;Popular;Marihuana;Drogas alucinogenas;Estupefaciente;;;;Gramo;1581.1653;71663.801
60;395;59;801;Villa Hermosa;801;3286.3038;18/03/2003 14:49;2003;3;18;30dec1899 14:50:00;;120;6.25779;-75.5536;;-1;;;;;;;;;;;Incautacion mercancia;Comision de delito;;;;;;Villa Hermosa;801;8;;Villa Hermosa;Marihuana;Drogas alucinogenas;Estupefaciente;;;;Gramo;3286.3038;393468.1
61;47;60;1406;Las Lomas No.1;1406;2988.9344;07/05/2005 12:30;2005;5;7;30dec1899 12:30:00;;105;6.20899;-75.5632;;-1;;;;;;;;;;;Incautacion mercancia;Comision de delito;;;;;;Las Lomas No.1;1406;14;;Poblado;Marihuana;Drogas alucinogenas;Estupefaciente;;;;Gramo;2988.9344;486145.05
62;458;61;210;Santa Cruz;210;2134.296;24jan2003 18:59:59;2003;1;24;30dec1899 19:00:00;;148;6.29294;-75.5616;;-1;;;;;;;;;;;Incautacion mercancia;;;;;;;Santa Cruz;210;2;;Santa Cruz;Marihuana;Drogas alucinogenas;Estupefaciente;;;;Gramo;2134.296;237218.39
63;207;62;1312;Betania;1312;4352.1186;22/05/2003 11:19;2003;5;22;30dec1899 11:20:00;;15;6.24629;-75.6213;;-1;;;;;;;;;;;Incautacion mercancia;Comision de delito;;;;;;Betania;1312;13;;San Javier;Marihuana;Drogas alucinogenas;Estupefaciente;;;;Gramo;4352.1186;349073.87
64;499;63;607;Kennedy;607;2976.0392;30/05/2003 12:59;2003;5;30;30dec1899 13:00:00;;23;6.2894;-75.582;;-1;;;;;;;;;;;Incautacion mercancia;Grupo armado ilegal;;;;;;Kennedy;607;6;;Doce de Octubre;Basuco;Drogas estimulantes;Estupefaciente;;;;Gramo;2976.0392;490943.05
65;721;64;1504;Santa Fé;1504;5658.8829;03/02/2003 17:00;2003;2;3;30dec1899 17:00:00;;10;6.22762;-75.5775;;-1;;;;;;;;;;;Incautacion mercancia;;;;;;;Santa Fe;1504;15;;;Base de cocaina;Drogas estimulantes;Estupefaciente;;;;Gramo;5658.8829;1025085
66;1491;65;Inst_4;Terminal de Transporte;Inst_4;2005.7213;03/03/2003 18:00;2003;3;3;30dec1899 18:00:00;;42;6.27617;-75.5728;;-1;;;;;;;;;;;Incautacion mercancia;Comision de delito;;;;;;Terminal de Transporte;Inst_4;5;;Castilla;Marihuana;Drogas alucinogenas;Estupefaciente;;;;Gramo;2005.7213;215849.36
67;12;66;Inst_5;Facultad de Minas;Inst_5;2781.0458;08/09/2003 19:30;2003;9;8;30dec1899 19:30:00;;127;6.27644;-75.5874;;-1;;;;;;;;;;;Incautacion mercancia;Grupo armado ilegal;;;;;;Facultad de Minas U. Nal;Inst_5;7;;Laureles;Marihuana;Drogas alucinogenas;Estupefaciente;;;;Gramo;2781.0458;243885.3
68;346;67;211;La Rosa;211;2328.0135;29/05/2003 18:30;2003;5;29;30dec1899 18:30:00;;100;6.29116;-75.5601;;-1;;;;;;;;;;;Incautacion mercancia;Comision de delito;;;;;;La Rosa;211;2;;Santa Cruz;Marihuana;Drogas alucinogenas;Estupefaciente;;;;Gramo;2328.0135;166181.42
69;42;68;1409;El Tesoro;1409;5857.9711;16/05/2003 18:00;2003;5;16;30dec1899 18:00:00;;20;6.20627;-75.5535;;-1;;;;;;;;;;;Incautacion mercancia;Grupo armado ilegal;;;;;;El Tesoro;1409;14;;Poblado;Basuco;Drogas estimulantes;Estupefaciente;;;;Gramo;5857.9711;1174852.1
70;21;69;724;Monteclaro;724;3476.8617;27/02/2015 9:00;2015;2;27;30dec1899 09:00:00;;96;6.28462;-75.5983;;-1;;;;;;;;;;;Incautacion mercancia;Flagrancia;;;;;;Monteclaro;724;7;;Castilla;Marihuana;Drogas alucinogenas;Estupefaciente;;;;Gramo;3476.8617;429504.63
71;210;70;802;La Mansión;802;2202.1399;26/06/2003 17:00;2003;6;26;30dec1899 17:00:00;;1500;6.2587;-75.5587;;-1;;;;;;;;;;;Incautacion mercancia;Grupo armado ilegal;;;;;;La Mansion;802;8;;SIJIN;Basuco;Drogas estimulantes;Estupefaciente;;;;Gramo;2202.1399;246603.63
72;84;71;1417;La Florida;1417;4065.2356;17dec2004 01:30:00;2004;12;17;30dec1899 01:30:00;;28;6.20635;-75.5715;;-1;;;;;;;;;;;Incautacion mercancia;Abandonado;;;;;;La Florida;1417;14;;Poblado;Marihuana;Drogas alucinogenas;Estupefaciente;;;;Gramo;4065.2356;767666.05
73;49;72;1607;Diego Echavarría;1607;2937.7265;05/09/2003 23:55;2003;9;5;30dec1899 23:55:00;;45;6.21212;-75.5955;;-1;;;;;;;;;;;Incautacion mercancia;Grupo armado ilegal;;;;;;Diego Echavarria;1607;16;;Belen;Marihuana;Drogas alucinogenas;Estupefaciente;;;;Gramo;2937.7265;317832.53
74;164;73;1304;Los Alcázares;1304;2938.8539;13/06/2003 17:49;2003;6;13;30dec1899 17:50:00;;60;6.26149;-75.6052;;-1;;;;;;;;;;;Incautacion mercancia;Grupo armado ilegal;;;;;;Los AlcÃ¡zares;1304;13;;Laureles;Marihuana;Drogas alucinogenas;Estupefaciente;;;;Gramo;2938.8539;272545.86
75;467;74;410;Campo Valdés No.1;410;2667.3232;02/10/2003 2:15;2003;10;2;30dec1899 02:15:00;;120;6.27062;-75.5573;;-1;;;;;;;;;;;Incautacion mercancia;Grupo armado ilegal;;;;;;Campo Valdes No.1;410;4;;Aranjuez;Marihuana;Drogas alucinogenas;Estupefaciente;;;;Gramo;2667.3232;372180.95
76;158;75;514;Alfonso López;514;3119.2089;16aug2003 16:44:59;2003;8;16;30dec1899 16:45:00;;171;6.28365;-75.5749;;-1;;;;;;;;;;;Incautacion mercancia;Grupo armado ilegal;;;;;;Alfonso Lopez;514;5;;Castilla;Marihuana;Drogas alucinogenas;Estupefaciente;;;;Gramo;3119.2089;354326.11
77;47;76;722;Olaya Herrera;722;4299.2628;04/07/2004 8:00;2004;7;4;30dec1899 08:00:00;;50;6.27385;-75.6105;;-1;;;;;;;;;;;Incautacion mercancia;Comision de delito;;;;;;Olaya Herrera;722;7;;San Javier;Base de cocaina;Drogas estimulantes;Estupefaciente;;;;Gramo;4299.2628;421512.91
78;2;77;Inst_6;Facultad Veterinaria y Zootecnia U.de.A.;Inst_6;1754.7624;10/10/2016 11:45;2016;10;10;30dec1899 11:45:00;;100;6.27023;-75.5876;;-1;;;;;;;;;;;Incautacion mercancia;;;;;;;Fac. Veterinaria y Zootecnia U.De.A.;Inst_6;7;;Castilla;Pastillas alucinogenas roche;Drogas alucinogenas;Estupefaciente;;;;Unidad;1754.7624;110127.88
79;96;78;1420;Astorga;1420;2005.4821;18/05/2003 9:40;2003;5;18;30dec1899 09:40:00;;35;6.20931;-75.5716;;-1;;;;;;;;;;;Incautacion mercancia;Grupo armado ilegal;;;;;;Astorga;1420;14;;Poblado;Marihuana;Drogas alucinogenas;Estupefaciente;;;;Gramo;2005.4821;222216.42
80;794;79;517;Caribe;517;3499.2791;24/02/2003 14:29;2003;2;24;30dec1899 14:30:00;;25;6.27377;-75.5721;;-1;;;;;;;;;;;Incautacion mercancia;;;;;;;Caribe;517;5;;;Marihuana;Drogas alucinogenas;Estupefaciente;;;;Gramo;3499.2791;601382.36
81;131;80;413;Aranjuez;413;2557.0835;13/10/2003 6:30;2003;10;13;30dec1899 06:30:00;;37;6.2814;-75.5595;;-1;;;;;;;;;;;Incautacion mercancia;Grupo armado ilegal;;;;;;Aranjuez;413;4;;Popular;Marihuana;Drogas alucinogenas;Estupefaciente;;;;Gramo;2557.0835;361138.51
82;177;81;307;Manrique Central No.2;307;2619.4582;12/06/2003 17:00;2003;6;12;30dec1899 17:00:00;;22;6.26356;-75.5536;;-1;;;;;;;;;;;Incautacion mercancia;Grupo armado ilegal;;;;;;Manrique Central No.2;307;3;;Manrique;Cocaina;Drogas estimulantes;Estupefaciente;;;;Gramo;2619.4582;240903.47
83;80;82;814;San Antonio;814;2969.3414;14dec2003 15:00:00;2003;12;14;30dec1899 15:00:00;;180;6.23643;-75.5367;;-1;;;;;;;;;;;Incautacion mercancia;Grupo armado ilegal;;;;;;San Antonio;814;8;;Villa Hermosa;Marihuana;Drogas alucinogenas;Estupefaciente;;;;Gramo;2969.3414;152122.81
84;131;83;1610;El Rincón;1610;5063.3863;04/05/2003 12:00;2003;5;4;30dec1899 12:00:00;;10;6.20693;-75.6018;;-1;;;;;;;;;;;Incautacion mercancia;Grupo armado ilegal;;;;;;El Rincon;1610;16;;Belen;Basuco;Drogas estimulantes;Estupefaciente;;;;Gramo;5063.3863;662338.31
85;57;84;1202;Calasanz;1202;2335.3764;01/05/2003 20:00;2003;5;1;30dec1899 20:00:00;;12;6.25989;-75.6005;;-1;;;;;;;;;;;Incautacion mercancia;Grupo armado ilegal;;;;;;Calasanz;1202;12;;Laureles;Base de cocaina;Drogas estimulantes;Estupefaciente;;;;Gramo;2335.3764;313244.29
86;182;85;404;Bermejal-Los Alamos;404;1944.0261;16aug2003 12:14:59;2003;8;16;30dec1899 12:15:00;;360;6.28102;-75.5641;;-1;;;;;;;;;;;Incautacion mercancia;Grupo armado ilegal;;;;;;Bermejal-Los Alamos;404;4;;;Marihuana;Drogas alucinogenas;Estupefaciente;;;;Gramo;1944.0261;159810.33
87;944;86;1003;Jesús Nazareno;1003;2627.6011;02jan2003 09:30:00;2003;1;2;30dec1899 09:30:00;;200;6.25876;-75.5673;;-1;;;;;;;;;;;Incautacion mercancia;;;;;;;JesÃºs Nazareno;1003;10;;Candelaria;Basuco;Drogas estimulantes;Estupefaciente;;;;Gramo;2627.6011;305187.56
88;15;87;917;Ocho de Marzo;917;1527.6531;23dec2003 23:04:59;2003;12;23;30dec1899 23:05:00;;35;6.22864;-75.5291;;-1;;;;;;;;;;;Incautacion mercancia;Grupo armado ilegal;;Narcotrafico;;;;Ocho de Marzo;917;9;;Villa Hermosa;Marihuana;Drogas alucinogenas;Estupefaciente;;;;Gramo;1527.6531;58069.273
89;98;88;1311;Belencito;1311;3321.4726;24/02/2004 17:00;2004;2;24;30dec1899 17:00:00;;110;6.24371;-75.6182;;-1;;;;;;;;;;;Incautacion mercancia;Comision de delito;;;;;;Belencito;1311;13;;San Javier;Marihuana;Drogas alucinogenas;Estupefaciente;;;;Gramo;3321.4726;368036.68
90;11;89;1621;Cerro Nutibara;1621;1995.5778;13jan2005 00:10:00;2005;1;13;30dec1899 00:10:00;;7;6.23892;-75.5829;;-1;;;;;;;;;;;Incautacion mercancia;Abandonado;;;;;;Cerro Nutibara;1621;16;;Belen;Mata de marihuana;Drogas alucinogenas;Estupefaciente;;;;Unidad;1995.5778;135109.14
91;71;90;1211;Simón Bolívar;1211;2391.5276;19/07/2003 0:30;2003;7;19;30dec1899 00:30:00;;75;6.24612;-75.604;;-1;;;;;;;;;;;Incautacion mercancia;Grupo armado ilegal;;;;;;Simon Bolivar;1211;12;;Laureles;Basuco;Drogas estimulantes;Estupefaciente;;;;Gramo;2391.5276;291448.41
92;106;91;718;Cucaracho;718;5068.1342;23/09/2003 23:00;2003;9;23;30dec1899 23:00:00;;50;6.28046;-75.6043;;-1;;;;;;;;;;;Incautacion mercancia;Grupo armado ilegal;;;;;;Cucaracho;718;7;;Doce de Octubre;Marihuana;Drogas alucinogenas;Estupefaciente;;;;Gramo;5068.1342;625660.16
93;23;92;Inst_11;Universidad de Antioquia;Inst_11;2254.6226;15/03/2007 0:30;2007;3;15;30dec1899 00:30:00;;51;6.26476;-75.5687;;-1;;;;;;;;;;;Incautacion mercancia;Grupo armado ilegal;;;;;;Universidad de Antioquia;Inst_11;4;;Candelaria;Marihuana;Drogas alucinogenas;Estupefaciente;;;;Gramo;2254.6226;312368.61
94;121;93;1308;San Javier No.2;1308;1766.8625;29/10/2004 23:00;2004;10;29;30dec1899 23:00:00;;20;6.25747;-75.6167;;-1;;;;;;;;;;;Incautacion mercancia;Comision de delito;;;;;;San Javier No.2;1308;13;;San Javier;Basuco;Drogas estimulantes;Estupefaciente;;;;Gramo;1766.8625;151082.92
95;333;94;414;Brasilia;414;2680.6532;03/02/2003 11:00;2003;2;3;30dec1899 11:00:00;;42000;6.27323;-75.5613;;-1;;;;;;;;;;;Incautacion mercancia;;;;;;;Brasilia;414;4;;SIJIN;Marihuana;Drogas alucinogenas;Estupefaciente;;;;Gramo;2680.6532;327324.58
96;92;95;1107;Bolivariana;1107;2798.3535;31/07/2003 18:45;2003;7;31;30dec1899 18:45:00;;2000;6.24609;-75.5893;;-1;;;;;;;;;;;Incautacion mercancia;Comision de delito;;No;;;;Bolivariana;1107;11;;SIJIN;Heroina;Drogas depresoras;Estupefaciente;;;;Gramo;2798.3535;320999.88
97;506;96;401;Berlin;401;2339.5506;04jan2003 18:30:00;2003;1;4;30dec1899 18:30:00;;100;6.28652;-75.5534;;-1;;;;;;;;;;;Incautacion mercancia;;;;;;;Berlin;401;4;;Aranjuez;Base de cocaina;Drogas estimulantes;Estupefaciente;;;;Gramo;2339.5506;300195.11
98;85;97;1112;El Velódromo;1112;2969.3799;31/07/2003 13:30;2003;7;31;30dec1899 13:30:00;;180;6.25596;-75.5966;;-1;;;;;;;;;;;Incautacion mercancia;Grupo armado ilegal;;;;;;El Velodromo;1112;11;;Laureles;Marihuana;Drogas alucinogenas;Estupefaciente;;;;Gramo;2969.3799;367628.56
99;62;98;1209;Santa Mónica;1209;2837.7604;05/05/2003 17:29;2003;5;5;30dec1899 17:30:00;;80;6.24678;-75.6145;;-1;;;;;;;;;;;Incautacion mercancia;Grupo armado ilegal;;;;;;Santa Monica;1209;12;;Laureles;Marihuana;Drogas alucinogenas;Estupefaciente;;;;Gramo;2837.7604;355860.08
100;104;99;1603;Belén;1603;4322.9167;04/06/2003 16:15;2003;6;4;30dec1899 16:15:00;;55;6.23216;-75.5962;;-1;;;;;;;;;;;Incautacion mercancia;Grupo armado ilegal;;;;;;Belen;1603;16;;Belen;Marihuana;Drogas alucinogenas;Estupefaciente;;;;Gramo;4322.9167;534932.71
101;177;100;306;El Pomar;306;1978.9542;26/09/2003 21:49;2003;9;26;30dec1899 21:50:00;;100;6.26689;-75.555;;-1;;;;;;;;;;;Incautacion mercancia;Grupo armado ilegal;;;;;;El Pomar;306;3;;Manrique;Marihuana;Drogas alucinogenas;Estupefaciente;;;;Gramo;1978.9542;157934.96
102;65;101;312;Oriente;312;3219.2062;31/05/2009 10:50;2009;5;31;30dec1899 10:50:00;;1000;6.27689;-75.5376;;-1;;;;;;;;;;;Incautacion mercancia;Comision de delito;;;;;;Oriente;312;3;;Manrique;Marihuana;Drogas alucinogenas;Estupefaciente;;;;Gramo;3219.2062;412250.13
103;330;102;201;La Isla;201;3167.1212;08/03/2003 18:10;2003;3;8;30dec1899 18:10:00;;30;6.30353;-75.5516;;-1;;;;;;;;;;;Incautacion mercancia;Comision de delito;;Narcotrafico;;;;La Isla;201;2;;Santa Cruz;Base de cocaina;Drogas estimulantes;Estupefaciente;;;;Gramo;3167.1212;213093.71
104;15;103;817;La Sierra;817;2442.3568;10apr2015 22:40:00;2015;4;10;30dec1899 22:40:00;;100;6.23423;-75.5279;;-1;;;;;;;;;;;Incautacion mercancia;Flagrancia;;;;;;La Sierra;817;8;;Villa Hermosa;Base de cocaina;Drogas estimulantes;Estupefaciente;;;;Gramo;2442.3568;212262.65
105;70;104;313;María Cano-Carambolas;313;2993.582;15/07/2004 10:30;2004;7;15;30dec1899 10:30:00;;130;6.28439;-75.539;;-1;;;;;;;;;;;Incautacion mercancia;Comision de delito;;Narcotrafico;;;;Maria Cano-Carambolas;313;3;;Popular;Marihuana;Drogas alucinogenas;Estupefaciente;;;;Gramo;2993.582;352919.45
106;12;105;706;La Pilarica;706;3153.7095;03apr2005 14:00:00;2005;4;3;30dec1899 14:00:00;;120;6.27781;-75.5889;;-1;;;;;;;;;;;Incautacion mercancia;Comision de delito;;Narcotrafico;;;;La Pilarica;706;7;;Castilla;Marihuana;Drogas alucinogenas;Estupefaciente;;;;Gramo;3153.7095;304179.22
107;150;106;1313;El Corazón;1313;3266.438;01/05/2003 18:00;2003;5;1;30dec1899 18:00:00;;12;6.24729;-75.6308;;-1;;;;;;;;;;;Incautacion mercancia;Grupo armado ilegal;;;;;;El Corazon;1313;13;;San Javier;Marihuana;Drogas alucinogenas;Estupefaciente;;;;Gramo;3266.438;203072.39
108;265;107;1011;Calle Nueva;1011;2297.5803;05/03/2003 12:00;2003;3;5;30dec1899 12:00:00;;200;6.24187;-75.5753;;-1;;;;;;;;;;;Incautacion mercancia;Comision de delito;;Narcotrafico;;;;Calle Nueva;1011;10;;Candelaria;Basuco;Drogas estimulantes;Estupefaciente;;;;Gramo;2297.5803;229172.18
109;900;108;204;La Frontera;204;1843.4685;03jan2003 22:15:00;2003;1;3;30dec1899 22:15:00;;300;6.30549;-75.5556;;-1;;;;;;;;;;;Incautacion mercancia;;;;;;;La Frontera;204;2;;Santa Cruz;Marihuana;Drogas alucinogenas;Estupefaciente;;;;Gramo;1843.4685;162576.94
110;484;109;504;Tejelo;504;3434.8019;05/03/2003 12:20;2003;3;5;30dec1899 12:20:00;;50;6.30623;-75.5705;;-1;;;;;;;;;;;Incautacion mercancia;Comision de delito;;Narcotrafico;;;;Tejelo;504;5;;Doce de Octubre;Marihuana;Drogas alucinogenas;Estupefaciente;;;;Gramo;3434.8019;423037.31
111;219;110;1111;Lorena;1111;3340.5172;09/05/2003 15:00;2003;5;9;30dec1899 15:00:00;;15;6.24831;-75.5997;;-1;;;;;;;;;;;Incautacion mercancia;Grupo armado ilegal;;;;;;Lorena;1111;11;;Laureles;Base de cocaina;Drogas estimulantes;Estupefaciente;;;;Gramo;3340.5172;410861.4
112;622;111;205;La Francia;205;2982.2937;15/02/2003 15:00;2003;2;15;30dec1899 15:00:00;;4635;6.30102;-75.5535;;-1;;;;;;;;;;;Incautacion mercancia;;;;;;;La Francia;205;2;;Santa Cruz;Marihuana;Drogas alucinogenas;Estupefaciente;;;;Gramo;2982.2937;341808.7
113;51;112;Inst_1;Plaza de Ferias;Inst_1;2625.5246;11aug2003 15:00:00;2003;8;11;30dec1899 15:00:00;;97;6.30336;-75.5613;;-1;;;;;;;;;;;Incautacion mercancia;Grupo armado ilegal;;;;;;Plaza de Ferias;Inst_1;5;;Castilla;Marihuana;Drogas alucinogenas;Estupefaciente;;;;Gramo;2625.5246;339279.6
114;71;113;908;Miraflores;908;2496.7066;30/06/2004 11:29;2004;6;30;30dec1899 11:30:00;;2210;6.24038;-75.552;;-1;;;;;;;;;;;Incautacion mercancia;Comision de delito;;;;;;Buenos Aires;907;9;;Villa Hermosa;Marihuana;Drogas alucinogenas;Estupefaciente;;;;Gramo;2496.7066;291109.29
115;92;114;1017;Los Ángeles;1017;2424.5562;21/03/2003 10:50;2003;3;21;30dec1899 10:50:00;;10;6.25391;-75.558;;-1;;;;;;;;;;;Incautacion mercancia;Comision de delito;;;;;;Los Ãngeles;1017;10;;Sistema Metro;Marihuana;Drogas alucinogenas;Estupefaciente;;;;Gramo;2424.5562;237106.23
116;33;115;1416;Alejandría;1416;2774.7062;09/06/2003 10:30;2003;6;9;30dec1899 10:30:00;;30;6.19733;-75.5695;;-1;;;;;;;;;;;Incautacion mercancia;Grupo armado ilegal;;;;;;Alejandria;1416;14;;Poblado;Marihuana;Drogas alucinogenas;Estupefaciente;;;;Gramo;2774.7062;432152.31
117;19;116;1305;Metropolitano;1305;1586.9184;08aug2005 00:34:59;2005;8;8;30dec1899 00:35:00;;180;6.2639;-75.6111;;-1;;;;;;;;;;;Incautacion mercancia;Comision de delito;;Narcotrafico;;;;La Pradera;1306;13;;San Javier;Marihuana;Drogas alucinogenas;Estupefaciente;;;;Gramo;1586.9184;106982.48
118;82;117;1115;Cuarta Brigada;1115;2458.8036;26jan2003 08:29:59;2003;1;26;30dec1899 08:30:00;;40;6.26151;-75.5865;;-1;;;;;;;;;;;Incautacion mercancia;;;;;;;Cuarta Brigada;1115;11;;Laureles;Marihuana;Drogas alucinogenas;Estupefaciente;;;;Gramo;2458.8036;272442.06
119;101;118;1109;Las Acacias;1109;2663.5543;22/02/2003 22:44;2003;2;22;30dec1899 22:45:00;;250;6.24165;-75.6001;;-1;;;;;;;;;;;Incautacion mercancia;;;;;;;Las Acacias;1109;11;;Laureles;Marihuana;Drogas alucinogenas;Estupefaciente;;;;Gramo;2663.5543;341239.06
